Event,Date,Fight Number,Division,Weightclass,Fighter,Opponent,Result,Method,Round,Time,Sig Strikes,Takedowns,Sub Attempts,Guard Passes,Url
UFC 60: Hughes vs Gracie,5/27/2006,7,Heavyweight,265,Fabiano Scherner,Gabriel Gonzaga,0,KO/TKO  Punch,2,0:24,8,0,0,1,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,8,Lightweight,155,Melvin Guillard,Rick Davis,1,KO/TKO  Punch,1,1:37,10,0,0,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,8,Lightweight,155,Rick Davis,Melvin Guillard,0,KO/TKO  Punch,1,1:37,5,0,0,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 59: Reality Check,4/15/2006,0,Heavyweight,265,Tim Sylvia,Andrei Arlovski,1,KO/TKO  Punch,1,2:43,13,0,0,0,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,0,Heavyweight,265,Andrei Arlovski,Tim Sylvia,0,KO/TKO  Punch,1,2:43,11,0,0,0,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,1,Welterweight,170,Sean Sherk,Nick Diaz,1,U-DEC,3,5:00,39,2,0,0,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,1,Welterweight,170,Nick Diaz,Sean Sherk,0,U-DEC,3,5:00,57,1,3,0,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,2,Light Heavyweight,205,Tito Ortiz,Forrest Griffin,1,S-DEC,3,5:00,61,3,0,2,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,2,Light Heavyweight,205,Forrest Griffin,Tito Ortiz,0,S-DEC,3,5:00,58,0,0,0,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,3,Middleweight,185,Evan Tanner,Justin Levens,1,SUB  Triangle Choke,1,3:14,10,1,2,1,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,3,Middleweight,185,Justin Levens,Evan Tanner,0,SUB  Triangle Choke,1,3:14,2,0,1,0,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,4,Heavyweight,265,Jeff Monson,Marcio Cruz,1,S-DEC,3,5:00,32,2,0,1,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,4,Heavyweight,265,Marcio Cruz,Jeff Monson,0,S-DEC,3,5:00,40,0,0,0,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,5,Welterweight,170,Karo Parisyan,Nick Thompson,1,KO/TKO  Punches,1,4:44,18,2,0,7,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,5,Welterweight,170,Nick Thompson,Karo Parisyan,0,KO/TKO  Punches,1,4:44,2,1,0,0,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,6,Middleweight,185,David Terrell,Scott Smith,1,SUB  Rear Naked Choke,1,3:08,10,1,2,1,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,6,Middleweight,185,Scott Smith,David Terrell,0,SUB  Rear Naked Choke,1,3:08,3,0,0,0,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,7,Light Heavyweight,205,Jason Lambert,Terry Martin,1,KO/TKO  Punches,2,2:37,31,0,0,1,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,7,Light Heavyweight,205,Terry Martin,Jason Lambert,0,KO/TKO  Punches,2,2:37,15,1,0,1,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,8,Welterweight,170,Thiago Alves,Derrick Noble,1,KO/TKO  Punches,1,2:54,11,0,0,0,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC 59: Reality Check,4/15/2006,8,Welterweight,170,Derrick Noble,Thiago Alves,0,KO/TKO  Punches,1,2:54,18,0,0,0,http://www.fightmetric.com/event-details/03688dc3c3af3ac1
UFC Fight Night 4,4/6/2006,0,Light Heavyweight,205,Stephan Bonnar,Keith Jardine,1,U-DEC,3,5:00,33,1,1,1,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,0,Light Heavyweight,205,Keith Jardine,Stephan Bonnar,0,U-DEC,3,5:00,64,0,0,0,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,1,Light Heavyweight,205,Rashad Evans,Sam Hoger,1,S-DEC,3,5:00,23,9,0,0,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,1,Light Heavyweight,205,Sam Hoger,Rashad Evans,0,S-DEC,3,5:00,18,0,2,0,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,2,Welterweight,170,Josh Neer,Joe Stevenson,1,U-DEC,3,5:00,46,0,0,1,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,2,Welterweight,170,Joe Stevenson,Josh Neer,0,U-DEC,3,5:00,31,2,3,2,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,3,Middleweight,185,Chris Leben,Luigi Fioravanti,1,U-DEC,3,5:00,36,5,0,6,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,3,Middleweight,185,Luigi Fioravanti,Chris Leben,0,U-DEC,3,5:00,20,0,0,0,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,4,Welterweight,170,Luke Cummo,Jason Von Flue,1,U-DEC,3,5:00,43,3,3,2,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,4,Welterweight,170,Jason Von Flue,Luke Cummo,0,U-DEC,3,5:00,17,2,1,2,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,5,Welterweight,170,Jon Fitch,Joshua Burkman,1,SUB  Rear Naked Choke,2,4:57,25,3,1,3,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,5,Welterweight,170,Josh Burkman,Jon Fitch,0,SUB  Rear Naked Choke,2,4:57,20,1,1,0,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,6,Heavyweight,265,Dan Christison,Brad Imes,1,SUB  Armbar,3,3:37,73,0,1,1,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,6,Heavyweight,265,Brad Imes,Dan Christison,0,SUB  Armbar,3,3:37,58,2,0,0,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,7,Welterweight,170,Josh Koscheck,Ansar Chalangov,1,SUB  Rear Naked Choke,1,3:29,2,2,1,7,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,7,Welterweight,170,Ansar Chalangov,Josh Koscheck,0,SUB  Rear Naked Choke,1,3:29,2,0,1,0,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,8,Middleweight,185,Chael Sonnen,Trevor Prangley,1,U-DEC,3,5:00,25,7,0,3,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC Fight Night 4,4/6/2006,8,Middleweight,185,Trevor Prangley,Chael Sonnen,0,U-DEC,3,5:00,7,0,2,1,http://www.fightmetric.com/event-details/b361180739bed4b0
UFC 58: USA vs Canada,3/4/2006,0,Middleweight,185,Rich Franklin,David Loiseau,1,U-DEC,5,5:00,127,5,0,8,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,0,Middleweight,185,David Loiseau,Rich Franklin,0,U-DEC,5,5:00,21,1,0,0,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,1,Middleweight,185,Mike Swick,Steve Vigneault,1,SUB  Guillotine Choke,1,2:09,13,0,1,0,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,1,Middleweight,185,Steve Vigneault,Mike Swick,0,SUB  Guillotine Choke,1,2:09,6,0,0,0,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,2,Welterweight,170,Georges St. Pierre,BJ Penn,1,S-DEC,3,5:00,59,4,0,0,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,2,Welterweight,170,BJ Penn,Georges St-Pierre,0,S-DEC,3,5:00,37,1,1,0,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,3,Middleweight,185,Nate Marquardt,Joe Doerksen,1,U-DEC,3,5:00,56,5,2,6,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,3,Middleweight,185,Joe Doerksen,Nate Marquardt,0,U-DEC,3,5:00,26,2,0,2,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,4,Lightweight,155,Mark Hominick,Yves Edwards,1,SUB  Triangle Choke,2,1:52,22,0,1,0,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,4,Lightweight,155,Yves Edwards,Mark Hominick,0,SUB  Triangle Choke,2,1:52,20,1,0,0,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,5,Lightweight,155,Sam Stout,Spencer Fisher,1,S-DEC,3,5:00,62,0,0,1,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,5,Lightweight,155,Spencer Fisher,Sam Stout,0,S-DEC,3,5:00,53,4,3,4,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,6,Light Heavyweight,205,Jason Lambert,Rob MacDonald,1,SUB  Kimura,1,1:54,7,1,1,1,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,6,Light Heavyweight,205,Rob MacDonald,Jason Lambert,0,SUB  Kimura,1,1:54,3,0,0,0,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,7,Heavyweight,265,Tom Murphy,Icho Larenas,1,KO/TKO  Punches,3,1:59,30,6,2,2,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 58: USA vs Canada,3/4/2006,7,Heavyweight,265,Icho Larenas,Tom Murphy,0,KO/TKO  Punches,3,1:59,2,0,0,0,http://www.fightmetric.com/event-details/0e9869d712e81f8f
UFC 57: Liddell vs Couture 3,2/4/2006,0,Light Heavyweight,205,Chuck Liddell,Randy Couture,1,KO/TKO  Punch,2,1:28,19,0,0,0,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,0,Light Heavyweight,205,Randy Couture,Chuck Liddell,0,KO/TKO  Punch,2,1:28,7,1,0,0,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,1,Heavyweight,265,Brandon Vera,Justin Eilers,1,KO/TKO  Kick,1,1:25,7,0,0,0,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,1,Heavyweight,265,Justin Eilers,Brandon Vera,0,KO/TKO  Kick,1,1:25,4,0,0,0,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,2,Heavyweight,265,Marcio Cruz,Frank Mir,1,KO/TKO  Punches,1,4:10,31,1,0,1,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,2,Heavyweight,265,Frank Mir,Marcio Cruz,0,KO/TKO  Punches,1,4:10,3,1,0,0,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,3,Light Heavyweight,205,"Renato ""Babalu"" Sobral",Mike van Arsdale,1,SUB  Rear Naked Choke,1,2:21,9,0,1,1,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,3,Light Heavyweight,205,Mike Van Arsdale,Renato Sobral,0,SUB  Rear Naked Choke,1,2:21,1,0,0,1,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,4,Welterweight,170,Joe Riggs,Nick Diaz,1,U-DEC,3,5:00,51,3,0,0,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,4,Welterweight,170,Nick Diaz,Joe Riggs,0,U-DEC,3,5:00,38,0,1,0,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,5,Light Heavyweight,205,Alessio Sakara,Elvis Sinosic,1,U-DEC,3,5:00,70,9,0,3,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,5,Light Heavyweight,205,Elvis Sinosic,Alessio Sakara,0,U-DEC,3,5:00,13,0,0,0,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,6,Heavyweight,265,Paul Buentello,Gilbert Aldana,1,KO/TKO  Punches,2,2:27,49,1,1,1,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,6,Heavyweight,265,Gilbert Aldana,Paul Buentello,0,KO/TKO  Punches,2,2:27,28,0,0,0,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,7,Heavyweight,265,Jeff Monson,Branden Lee Hinkle,1,SUB  North-South Choke,1,4:35,10,1,1,2,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,7,Heavyweight,265,Branden Lee Hinkle,Jeff Monson,0,SUB  North-South Choke,1,4:35,5,0,1,1,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,8,Light Heavyweight,205,Keith Jardine,Mike Whitehead,1,U-DEC,3,5:00,44,0,0,0,http://www.fightmetric.com/event-details/977081bc01197656
UFC 57: Liddell vs Couture 3,2/4/2006,8,Light Heavyweight,205,Mike Whitehead,Keith Jardine,0,U-DEC,3,5:00,27,5,0,3,http://www.fightmetric.com/event-details/977081bc01197656
UFC Fight Night 3,1/16/2006,0,Heavyweight,265,Tim Sylvia,Assuerio Silva,1,U-DEC,3,5:00,85,0,0,0,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,0,Heavyweight,265,Assuerio Silva,Tim Sylvia,0,U-DEC,3,5:00,36,0,0,0,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,1,Light Heavyweight,205,Stephan Bonnar,James Irvin,1,SUB  Kimura,1,4:30,2,2,2,3,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,1,Light Heavyweight,205,James Irvin,Stephan Bonnar,0,SUB  Kimura,1,4:30,5,0,0,0,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,2,Welterweight,170,Josh Burkman,Drew Fickett,1,SUB  Guillotine Choke,1,1:07,7,0,1,0,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,2,Welterweight,170,Drew Fickett,Joshua Burkman,0,SUB  Guillotine Choke,1,1:07,2,0,0,0,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,3,Middleweight,185,Chris Leben,Jorge Rivera,1,KO/TKO  Punch,1,1:44,10,1,0,1,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,3,Middleweight,185,Jorge Rivera,Chris Leben,0,KO/TKO  Punch,1,1:44,5,0,0,0,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,4,Welterweight,170,Josh Neer,Melvin Guillard,1,SUB  Triangle Choke,1,4:20,3,1,2,1,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,4,Welterweight,170,Melvin Guillard,Josh Neer,0,SUB  Triangle Choke,1,4:20,11,2,0,0,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,5,Welterweight,170,"Duane ""Bang"" Ludwig",Jonathan Goulet,1,KO/TKO  Punch,1,0:11,1,0,0,0,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,5,Welterweight,170,Jonathan Goulet,Duane Ludwig,0,KO/TKO  Punch,1,0:11,0,0,0,0,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,6,Welterweight,170,Spencer Fisher,Aaron Riley,1,KO/TKO,1,5:00,25,0,0,0,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,6,Welterweight,170,Aaron Riley,Spencer Fisher,0,KO/TKO,1,5:00,9,2,0,1,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,7,Welterweight,170,Jason Von Flue,Alex Karalexis,1,SUB  Other - Choke,3,1:17,28,0,2,1,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC Fight Night 3,1/16/2006,7,Welterweight,170,Alex Karalexis,Jason Von Flue,0,SUB  Other - Choke,3,1:17,18,1,3,1,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9
UFC 56: Full Force,11/19/2005,0,Middleweight,185,Rich Franklin,Nate Quarry,1,KO/TKO  Punch,1,2:34,13,0,0,0,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,0,Middleweight,185,Nate Quarry,Rich Franklin,0,KO/TKO  Punch,1,2:34,4,0,0,0,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,1,Heavyweight,265,Gabriel Gonzaga,Kevin Jordan,1,KO/TKO  Punch,3,4:39,23,2,2,7,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,1,Heavyweight,265,Kevin Jordan,Gabriel Gonzaga,0,KO/TKO  Punch,3,4:39,18,0,0,0,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,2,Welterweight,170,Matt Hughes,Joe Riggs,1,SUB  Kimura,1,3:28,8,1,2,1,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,2,Welterweight,170,Joe Riggs,Matt Hughes,0,SUB  Kimura,1,3:28,1,0,0,0,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,3,Welterweight,170,Georges St. Pierre,Sean Sherk,1,KO/TKO  Elbows,2,2:53,58,3,0,1,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,3,Welterweight,170,Sean Sherk,Georges St-Pierre,0,KO/TKO  Elbows,2,2:53,20,0,0,0,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,4,Middleweight,185,Jeremy Horn,Trevor Prangley,1,U-DEC,3,5:00,38,0,1,0,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,4,Middleweight,185,Trevor Prangley,Jeremy Horn,0,U-DEC,3,5:00,38,7,0,3,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,5,Light Heavyweight,205,Sam Hoger,Jeff Newton,1,SUB  Rear Naked Choke,2,2:05,10,3,2,5,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,5,Light Heavyweight,205,Jeff Newton,Sam Hoger,0,SUB  Rear Naked Choke,2,2:05,2,0,4,0,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,6,Welterweight,170,Thiago Alves,Ansar Chalangov,1,KO/TKO  Punches,1,2:25,8,1,0,2,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,6,Welterweight,170,Ansar Chalangov,Thiago Alves,0,KO/TKO  Punches,1,2:25,2,0,2,1,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,7,Welterweight,170,Nick Thompson,Keith Wisniewski,1,U-DEC,3,5:00,48,1,3,7,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
UFC 56: Full Force,11/19/2005,7,Welterweight,170,Keith Wisniewski,Nick Thompson,0,U-DEC,3,5:00,14,3,0,3,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d
The Ultimate Fighter 2 Finale,11/5/2005,0,Welterweight,170,Diego Sanchez,Nick Diaz,1,U-DEC,3,5:00,41,5,1,3,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,0,Welterweight,170,Nick Diaz,Diego Sanchez,0,U-DEC,3,5:00,13,2,1,0,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,1,Heavyweight,265,Rashad Evans,Brad Imes,1,S-DEC,3,5:00,48,0,0,3,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,1,Heavyweight,265,Brad Imes,Rashad Evans,0,S-DEC,3,5:00,42,2,1,2,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,2,Welterweight,170,Joe Stevenson,Luke Cummo,1,U-DEC,3,5:00,20,5,2,13,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,2,Welterweight,170,Luke Cummo,Joe Stevenson,0,U-DEC,3,5:00,20,1,1,1,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,3,Welterweight,170,Kenny Florian,Kit Cope,1,SUB  Rear Naked Choke,2,0:37,10,3,2,4,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,3,Welterweight,170,Kit Cope,Kenny Florian,0,SUB  Rear Naked Choke,2,0:37,8,0,0,0,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,4,Welterweight,170,Josh Burkman,Sammy Morgan,1,KO/TKO  Slam,1,0:21,4,1,0,0,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,4,Welterweight,170,Sammy Morgan,Joshua Burkman,0,KO/TKO  Slam,1,0:21,1,0,0,0,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,5,Welterweight,170,Melvin Guillard,Marcus Davis,1,KO/TKO,2,2:55,19,3,1,3,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,5,Welterweight,170,Marcus Davis,Melvin Guillard,0,KO/TKO,2,2:55,3,0,0,0,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,6,Heavyweight,265,Keith Jardine,Kerry Schall,1,KO/TKO  Kicks,2,3:28,41,0,0,0,http://www.fightmetric.com/event-details/31ceaf0e670c1578
The Ultimate Fighter 2 Finale,11/5/2005,6,Heavyweight,265,Kerry Schall,Keith Jardine,0,KO/TKO  Kicks,2,3:28,8,0,0,0,http://www.fightmetric.com/event-details/31ceaf0e670c1578
UFC 55: Fury,10/7/2005,0,Heavyweight,265,Andrei Arlovski,Paul Buentello,1,KO/TKO  Punch,1,0:15,2,0,0,0,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,0,Heavyweight,265,Paul Buentello,Andrei Arlovski,0,KO/TKO  Punch,1,0:15,1,0,0,0,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,1,Heavyweight,265,Branden Lee Hinkle,Sean Gannon,1,KO/TKO  Punches,1,4:14,27,1,3,4,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,1,Heavyweight,265,Sean Gannon,Branden Lee Hinkle,0,KO/TKO  Punches,1,4:14,0,0,0,0,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,2,Light Heavyweight,205,Forrest Griffin,Elvis Sinosic,1,KO/TKO  Punches,1,3:30,30,0,0,0,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,2,Light Heavyweight,205,Elvis Sinosic,Forrest Griffin,0,KO/TKO  Punches,1,3:30,18,0,0,0,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,3,Light Heavyweight,205,"Renato ""Babalu"" Sobral",Chael Sonnen,1,SUB  Triangle Choke,2,1:20,11,4,3,0,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,3,Light Heavyweight,205,Chael Sonnen,Renato Sobral,0,SUB  Triangle Choke,2,1:20,12,0,0,0,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,4,Welterweight,170,Joe Riggs,Chris Lytle,1,KO/TKO,2,2:00,15,1,1,1,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,4,Welterweight,170,Chris Lytle,Joe Riggs,0,KO/TKO,2,2:00,3,1,0,2,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,5,Middleweight,185,Jorge Rivera,Dennis Hallman,1,U-DEC,3,5:00,51,0,0,0,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,5,Middleweight,185,Dennis Hallman,Jorge Rivera,0,U-DEC,3,5:00,12,1,2,1,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
UFC 55: Fury,10/7/2005,6,Heavyweight,265,Marcio Cruz,Keigo Kunihara,1,SUB  Rear Naked Choke,2,1:02,12,0,1,1,http://www.fightmetric.com/event-details/271fe91f4ba9d2c5
